symbol,Scientific Name,Common Name,Duration,Growth_Habit
LUBR2,Lupinus brevicaulis,shortstem lupine,Annual,Forb/herb
LUKI,Lupinus kingii,King's lupine,Annual,Forb/herb
LUKIA,Lupinus kingii var. argillaceus,King's lupine,Annual,Forb/herb
LUKIK,Lupinus kingii var. kingii,King's lupine,Annual,Forb/herb
LUPU,Lupinus pusillus,rusty lupine,Annual,Forb/herb
LUPUI2,Lupinus pusillus ssp. intermontanus,Intermountain lupine,Annual,Forb/herb
LUPUP,Lupinus pusillus ssp. pusillus,rusty lupine,Annual,Forb/herb
LUPUR,Lupinus pusillus ssp. rubens,rusty lupine,Annual,Forb/herb
MAGR10,Machaeranthera gracilis,slender goldenweed,Annual,Forb/herb
MAPA,Machaeranthera parviflora,smallflower tansyaster,Annual,Forb/herb
MAGL2,Madia glomerata,mountain tarweed,Annual,Forb/herb
MASO,Malacothrix sonchoides,sowthistle desertdandelion,Annual,Forb/herb
MATO2,Malacothrix torreyi,Torrey's desertdandelion,Annual,Forb/herb
MAAF,Malcolmia africana,African mustard,Annual,Forb/herb
MAVE,Malva verticillata,cluster mallow,Annual,Forb/herb
MADI6,Matricaria discoidea,disc mayweed,Annual,Forb/herb
MEAL6,Mentzelia albicaulis,whitestem blazingstar,Annual,Forb/herb
MEDI,Mentzelia dispersa,bushy blazingstar,Annual,Forb/herb
MEDIC2,Mentzelia dispersa var. compacta,Nevada blazingstar,Annual,Forb/herb
MEDID,Mentzelia dispersa var. dispersa,bushy blazingstar,Annual,Forb/herb
MEDIL,Mentzelia dispersa var. latifolia,bushy blazingstar,Annual,Forb/herb
MEMO4,Mentzelia montana,variegated-bract blazingstar,Annual,Forb/herb
MIGR,Microsteris gracilis,slender phlox,Annual,Forb/herb
MIGRH,Microsteris gracilis var. humilior,slender phlox,Annual,Forb/herb
MIBR5,Mimulus breweri,Brewer's monkeyflower,Annual,Forb/herb
MIFL2,Mimulus floribundus,manyflowered monkeyflower,Annual,Forb/herb
MIGE,Mimulus gemmiparus,Rocky Mountain monkeyflower,Annual,Forb/herb
MINA,Mimulus nanus,dwarf purple monkeyflower,Annual,Forb/herb
MINAN2,Mimulus nanus var. nanus,dwarf purple monkeyflower,Annual,Forb/herb
MIRU,Mimulus rubellus,little redstem monkeyflower,Annual,Forb/herb
MISU2,Mimulus suksdorfii,Suksdorf's monkeyflower,Annual,Forb/herb
MIEL2,Minuartia elegans,elegant stitchwort,Annual,Forb/herb
MIST5,Minuartia stricta,bog stitchwort,Annual,Forb/herb
MOVE,Mollugo verticillata,green carpetweed,Annual,Forb/herb
MOPE,Monarda pectinata,pony beebalm,Annual,Forb/herb
MONU,Monolepis nuttalliana,Nuttall's povertyweed,Annual,Forb/herb
MOPU3,Monolepis pusilla,small povertyweed,Annual,Forb/herb
MUBR2,Muhlenbergia brevis,short muhly,Annual,Graminoid
MUDE,Muhlenbergia depauperata,sixweeks muhly,Annual,Graminoid
MUFI2,Muhlenbergia filiformis,pullup muhly,Annual,Graminoid
MUMI2,Muhlenbergia minutissima,annual muhly,Annual,Graminoid
MURA4,Muhlenbergia ramulosa,green muhly,Annual,Graminoid
MUSQ3,Munroa squarrosa,false buffalograss,Annual,Graminoid
MYAP,Myosurus apetalus,bristly mousetail,Annual,Forb/herb
MYAPB,Myosurus apetalus var. borealis,bristly mousetail,Annual,Forb/herb
MYAPM,Myosurus apetalus var. montanus,bristly mousetail,Annual,Forb/herb
MYCU,Myosurus cupulatus,Arizona mousetail,Annual,Forb/herb
MYMI2,Myosurus minimus,tiny mousetail,Annual,Forb/herb
MYNI,Myosurus nitidus,western mousetail,Annual,Forb/herb
NAGU,Najas guadalupensis,southern waternymph,Annual,Forb/herb
NAGUG,Najas guadalupensis ssp. guadalupensis,southern waternymph,Annual,Forb/herb
NADE2,Nama densum,leafy nama,Annual,Forb/herb
NADEP,Nama densum var. parviflorum,leafy fiddleleaf,Annual,Forb/herb
NADI,Nama dichotomum,wishbone fiddleleaf,Annual,Forb/herb
NAHI,Nama hispidum,bristly nama,Annual,Forb/herb
NARE,Nama retrorsum,betatakin fiddleleaf,Annual,Forb/herb
NABR,Navarretia breweri,Brewer's navarretia,Annual,Forb/herb
NAFU,Navarretia furnissii,Furniss' pincushionplant,Annual,Forb/herb
NAIN2,Navarretia intertexta,needleleaf navarretia,Annual,Forb/herb
NAINP3,Navarretia intertexta ssp. propinqua,near navarretia,Annual,Forb/herb
NALE,Navarretia leucocephala,whitehead navarretia,Annual,Forb/herb
NALEM,Navarretia leucocephala ssp. minima,least navarretia,Annual,Forb/herb
NASA3,Navarretia saximontana,Rocky Mountain Pincushion-Plant,Annual,Forb/herb
NASI2,Navarretia sinistra,Alva Day's pincushionplant,Annual,Forb/herb
NASIS,Navarretia sinistra ssp. sinistra,Alva Day's gilia,Annual,Forb/herb
NEBR,Nemophila breviflora,basin nemophila,Annual,Forb/herb
NIPH,Nicandra physalodes,apple of Peru,Annual,Forb/herb
NIAT,Nicotiana attenuata,coyote tobacco,Annual,Forb/herb
OEAL,Oenothera albicaulis,whitest evening primrose,Annual,Forb/herb
OEEN,Oenothera engelmannii,Engelmann's evening primrose,Annual,Forb/herb
OEGR2,Oenothera grandis,showy evening primrose,Annual,Forb/herb
OEHA6,Oenothera harringtonii,Colorado Springs evening primrose,Annual,Forb/herb
ORFA,Orobanche fasciculata,clustered broomrape,Annual,Forb/herb
ORLU,Orobanche ludoviciana,Louisiana broomrape,Annual,Forb/herb
ORLUL2,Orobanche ludoviciana ssp. ludoviciana,Louisiana broomrape,Annual,Forb/herb
ORLUM,Orobanche ludoviciana ssp. multiflora,manyflower broomrape,Annual,Forb/herb
ORRI,Orobanche riparia,River Broom-Rape,Annual,Forb/herb
ORUN,Orobanche uniflora,oneflowered broomrape,Annual,Forb/herb
ORLU2,Orthocarpus luteus,yellow owl's-clover,Annual,Forb/herb
ORPU2,Orthocarpus purpureoalbus,purplewhite owl's-clover,Annual,Forb/herb
PARO,Palafoxia rosea,rosy palafox,Annual,Forb/herb
PAROM,Palafoxia rosea var. macrolepis,rosy palafox,Annual,Forb/herb
PASP,Palafoxia sphacelata,othake,Annual,Forb/herb
PACA6,Panicum capillare,witchgrass,Annual,Graminoid
PADI,Panicum dichotomiflorum,fall panicgrass,Annual,Graminoid
PADID,Panicum dichotomiflorum var. dichotomiflorum,fall panicgrass,Annual,Graminoid
PAHI3,Panicum hillmanii,Hillman's panicgrass,Annual,Graminoid
PAMI2,Panicum miliaceum,proso millet,Annual,Graminoid
PAMIM,Panicum miliaceum ssp. miliaceum,broomcorn millet,Annual,Graminoid
PAPE5,Parietaria pensylvanica,Pennsylvania pellitory,Annual,Forb/herb
PEAN,Pectis angustifolia,lemonscent,Annual,Forb/herb
PEANA,Pectis angustifolia var. angustifolia,narrowleaf pectis,Annual,Forb/herb
PHAL9,Phacelia alba,white phacelia,Annual,Forb/herb
PHCR,Phacelia crenulata,cleftleaf wildheliotrope,Annual,Forb/herb
PHCRC,Phacelia crenulata var. corrugata,cleftleaf wildheliotrope,Annual,Forb/herb
PHDE,Phacelia demissa,Intermountain phacelia,Annual,Forb/herb
PHDED,Phacelia demissa var. demissa,Intermountain phacelia,Annual,Forb/herb
PHDE2,Phacelia denticulata,Rocky Mountain phacelia,Annual,Forb/herb
PHFO2,Phacelia formosula,Northpark phacelia,Annual,Forb/herb
PHGI3,Phacelia gina-glenneae,Gina's phacelia,Annual,Forb/herb
PHIN9,Phacelia incana,hoary phacelia,Annual,Forb/herb
PHIV,Phacelia ivesiana,Ives' phacelia,Annual,Forb/herb
PHIVI,Phacelia ivesiana var. ivesiana,Ives' phacelia,Annual,Forb/herb
PHSC5,Phacelia scopulina,Debeque phacelia,Annual,Forb/herb
PHSCS3,Phacelia scopulina var. submutica,Debeque phacelia,Annual,Forb/herb
PHSP3,Phacelia splendens,patch phacelia,Annual,Forb/herb
PHTA,Phacelia tanacetifolia,lacy phacelia,Annual,Forb/herb
PHCA5,Phalaris canariensis,annual canarygrass,Annual,Graminoid
PHCA6,Phalaris caroliniana,Carolina canarygrass,Annual,Graminoid
PHMI3,Phalaris minor,littleseed canarygrass,Annual,Graminoid
PHPU7,Physalis pubescens,husk tomato,Annual,Forb/herb
PHPUI,Physalis pubescens var. integrifolia,husk tomato,Annual,Forb/herb
PHSU7,Physalis subulata,Chihuahuan groundcherry,Annual,Forb/herb
PHSUN,Physalis subulata var. neomexicana,New Mexican groundcherry,Annual,Forb/herb
PLSC2,Plagiobothrys scouleri,Scouler's popcornflower,Annual,Forb/herb
PLSCH,Plagiobothrys scouleri var. hispidulus,sleeping popcornflower,Annual,Forb/herb
PLEL,Plantago elongata,prairie plantain,Annual,Forb/herb
PLELE,Plantago elongata ssp. elongata,prairie plantain,Annual,Forb/herb
PLPA2,Plantago patagonica,woolly plantain,Annual,Forb/herb
POAN,Poa annua,annual bluegrass,Annual,Graminoid
POBI,Poa bigelovii,Bigelow's bluegrass,Annual,Graminoid
PODO3,Polanisia dodecandra,redwhisker clammyweed,Annual,Forb/herb
PODOD,Polanisia dodecandra ssp. dodecandra,redwhisker clammyweed,Annual,Forb/herb
PODOT,Polanisia dodecandra ssp. trachysperma,sandyseed clammyweed,Annual,Forb/herb
POJA3,Polanisia jamesii,James' clammyweed,Annual,Forb/herb
POAC3,Polygonum achoreum,leathery knotweed,Annual,Forb/herb
POAR5,Polygonum argyrocoleon,silversheath knotweed,Annual,Forb/herb
POBE,Polygonum bellardii,narrowleaf knotweed,Annual,Forb/herb
POBU2,Polygonum buxiforme,box knotweed,Annual,Forb/herb
POCO10,Polygonum convolvulus,black bindweed,Annual,"Vine, Forb/herb"
POCOC2,Polygonum convolvulus var. convolvulus,black bindweed,Annual,"Vine, Forb/herb"
PODO4,Polygonum douglasii,Douglas' knotweed,Annual,Forb/herb
PODOD4,Polygonum douglasii ssp. douglasii,Douglas' knotweed,Annual,Forb/herb
PODOE,Polygonum douglasii ssp. engelmannii,Engelmann's knotweed,Annual,Forb/herb
PODOJ2,Polygonum douglasii ssp. johnstonii,Johnston's knotweed,Annual,Forb/herb
POHY,Polygonum hydropiper,marshpepper knotweed,Annual,Forb/herb
POLA4,Polygonum lapathifolium,curlytop knotweed,Annual,Forb/herb
POMI2,Polygonum minimum,broadleaf knotweed,Annual,Forb/herb
POPE2,Polygonum pensylvanicum,Pennsylvania smartweed,Annual,Forb/herb
POPO4,Polygonum polygaloides,milkwort knotweed,Annual,Forb/herb
POPOC,Polygonum polygaloides ssp. confertiflorum,fruitleaf knotweed,Annual,Forb/herb
POPOK,Polygonum polygaloides ssp. kelloggii,Kellogg's knotweed,Annual,Forb/herb
PORA3,Polygonum ramosissimum,bushy knotweed,Annual,Forb/herb
PORAR,Polygonum ramosissimum var. ramosissimum,bushy knotweed,Annual,Forb/herb
POMO5,Polypogon monspeliensis,annual rabbitsfoot grass,Annual,Graminoid
POHA5,Portulaca halimoides,silkcotton purslane,Annual,Forb/herb
POOL,Portulaca oleracea,little hogweed,Annual,Forb/herb
PRPL2,Proatriplex pleiantha,Mancos shadscale,Annual,Forb/herb
PRLO,Proboscidea louisianica,ram's horn,Annual,Forb/herb
PRLOL,Proboscidea louisianica ssp. louisianica,ram's horn,Annual,Forb/herb
PUPA,Puccinellia parishii,bog alkaligrass,Annual,Graminoid
RAAN2,Rayjacksonia annua,viscid tansyaster,Annual,Forb/herb
RAPH2,Rayjacksonia phyllocephala,camphor daisy,Annual,Forb/herb
REAR,Reverchonia arenaria,sand reverchonia,Annual,Forb/herb
RHMI13,Rhinanthus minor,little yellow rattle,Annual,Forb/herb
RHMIM,Rhinanthus minor ssp. minor,little yellow rattle,Annual,Forb/herb
ROAL,Rorippa alpina,alpine yellowcress,Annual,Forb/herb
ROSP4,Rorippa sphaerocarpa,roundfruit yellowcress,Annual,Forb/herb
ROTE,Rorippa tenerrima,Modoc yellowcress,Annual,Forb/herb
RORA,Rotala ramosior,lowland rotala,Annual,Forb/herb
SAAP,Sagina apetala,annual pearlwort,Annual,Forb/herb
SARU,Salicornia rubra,red swampfire,Annual,"Subshrub, Forb/herb"
SACO8,Salsola collina,slender Russian thistle,Annual,Forb/herb
SAPA8,Salsola paulsenii,barbwire Russian thistle,Annual,Forb/herb
SATR12,Salsola tragus,prickly Russian thistle,Annual,Forb/herb
SARE3,Salvia reflexa,lanceleaf sage,Annual,Forb/herb
SCMU6,Schkuhria multiflora,manyflower false threadleaf,Annual,Forb/herb
SCDU2,Sclerochloa dura,common hardgrass,Annual,Graminoid
SECE,Secale cereale,cereal rye,Annual,Graminoid
SEIT,Setaria italica,foxtail millet,Annual,Graminoid
SEPU8,Setaria pumila,yellow foxtail,Annual,Graminoid
SEPUP2,Setaria pumila ssp. pumila,yellow foxtail,Annual,Graminoid
SEVE3,Setaria verticillata,hooked bristlegrass,Annual,Graminoid
SEVI4,Setaria viridis,green bristlegrass,Annual,Graminoid
SEVIV,Setaria viridis var. viridis,green bristlegrass,Annual,Graminoid
SHRO2,Shinnersoseris rostrata,beaked skeletonweed,Annual,Forb/herb
SIAN2,Silene antirrhina,sleepy silene,Annual,Forb/herb
SICO3,Silene conica,striped corn catchfly,Annual,Forb/herb
SICO4,Silene conoidea,weed silene,Annual,Forb/herb
SIDI2,Silene dichotoma,forked catchfly,Annual,Forb/herb
SINO,Silene noctiflora,nightflowering silene,Annual,Forb/herb
SIAL5,Sinapis alba,white mustard,Annual,Forb/herb
SIAR4,Sinapis arvensis,charlock mustard,Annual,Forb/herb
SIARA,Sinapis arvensis ssp. arvensis,wild mustard,Annual,Forb/herb
SIIR,Sisymbrium irio,London rocket,Annual,Forb/herb
SIOF,Sisymbrium officinale,hedgemustard,Annual,Forb/herb
SOHE,Solanum heterodoxum,melonleaf nightshade,Annual,Forb/herb
SOHES,Solanum heterodoxum var. setigeroides,melonleaf nightshade,Annual,Forb/herb
SOIN2,Solanum interius,deadly nightshade,Annual,Forb/herb
SOPH,Solanum physalifolium,hoe nightshade,Annual,Forb/herb
SOPT7,Solanum ptycanthum,West Indian nightshade,Annual,Forb/herb
SORO,Solanum rostratum,buffalobur nightshade,Annual,Forb/herb
SOTR,Solanum triflorum,cutleaf nightshade,Annual,Forb/herb
SOAS,Sonchus asper,spiny sowthistle,Annual,Forb/herb
SOOL,Sonchus oleraceus,common sowthistle,Annual,Forb/herb
SOBI2,Sorghum bicolor,sorghum,Annual,Graminoid
SOBIB,Sorghum bicolor ssp. bicolor,grain sorghum,Annual,Graminoid
SPAR,Spergula arvensis,corn spurry,Annual,Forb/herb
SPNE2,Sporobolus neglectus,puffsheath dropseed,Annual,Graminoid
STFL2,Stenogonum flexum,bent two-whorl buckwheat,Annual,Forb/herb
STSA3,Stenogonum salsuginosum,salty buckwheat,Annual,Forb/herb
STLE6,Strophostyles leiosperma,slickseed fuzzybean,Annual,"Vine, Forb/herb"
SUAQ,Subularia aquatica,waterawlwort,Annual,Forb/herb
SUAQA2,Subularia aquatica var. americana,American waterawlwort,Annual,Forb/herb
SUSU2,Suckleya suckleyana,poison suckleya,Annual,Forb/herb
SYCI2,Symphyotrichum ciliatum,rayless alkali aster,Annual,Forb/herb
SYFR2,Symphyotrichum frondosum,short-rayed alkali aster,Annual,Forb/herb
THJU,Thelypodiopsis juniperorum,juniper tumblemustard,Annual,Forb/herb
THAR5,Thlaspi arvense,field pennycress,Annual,Forb/herb
THAU4,Thymophylla aurea,manyawn pricklyleaf,Annual,Forb/herb
THAUA,Thymophylla aurea var. aurea,manyawn pricklyleaf,Annual,Forb/herb
THCU,Thysanocarpus curvipes,sand fringepod,Annual,Forb/herb
TILA2,Tidestromia lanuginosa,woolly tidestromia,Annual,Forb/herb
TINU2,Tiquilia nuttallii,Nuttall's crinklemat,Annual,Forb/herb
TOAN,Townsendia annua,annual Townsend daisy,Annual,Forb/herb
TOFE,Townsendia fendleri,Fendler's Townsend daisy,Annual,Forb/herb
TRTE,Tribulus terrestris,puncturevine,Annual,Forb/herb
TRHO2,Triodanis holzingeri,Holzinger's Venus' looking-glass,Annual,Forb/herb
TRLE3,Triodanis leptocarpa,slimpod Venus' looking-glass,Annual,Forb/herb
TRPE4,Triodanis perfoliata,clasping Venus' looking-glass,Annual,Forb/herb
TRPU4,Triplasis purpurea,purple sandgrass,Annual,Graminoid
TRPE21,Tripleurospermum perforatum,scentless false mayweed,Annual,Forb/herb
TRCA34,Tripterocalyx carneus,winged sandpuffs,Annual,Forb/herb
TRCAW2,Tripterocalyx carneus var. wootonii,Wooton's sandpuffs,Annual,Forb/herb
TRMI6,Tripterocalyx micranthus,smallflower sandverbena,Annual,Forb/herb
TRAE,Triticum aestivum,common wheat,Annual,Graminoid
VAHI2,Vaccaria hispanica,cow soapwort,Annual,Forb/herb
VEOF,Verbena officinalis,herb of the cross,Annual,Forb/herb
VEOFO2,Verbena officinalis var. officinalis,herb of the cross,Annual,Forb/herb
VEEN,Verbesina encelioides,golden crownbeard,Annual,Forb/herb
VEENE3,Verbesina encelioides ssp. encelioides,golden crownbeard,Annual,Forb/herb
VEENE2,Verbesina encelioides ssp. exauriculata,golden crownbeard,Annual,Forb/herb
VEAG,Veronica agrestis,green field speedwell,Annual,Forb/herb
VEAR,Veronica arvensis,corn speedwell,Annual,Forb/herb
VEBI2,Veronica biloba,twolobe speedwell,Annual,Forb/herb
VEPE2,Veronica peregrina,neckweed,Annual,Forb/herb
VEPEX2,Veronica peregrina ssp. xalapensis,hairy purslane speedwell,Annual,Forb/herb
VEPE3,Veronica persica,birdeye speedwell,Annual,Forb/herb
VEPO,Veronica polita,gray field speedwell,Annual,Forb/herb
VILU,Vicia ludoviciana,Louisiana vetch,Annual,"Vine, Forb/herb"
VILUL2,Vicia ludoviciana ssp. ludoviciana,Louisiana vetch,Annual,"Vine, Forb/herb"
VISA,Vicia sativa,garden vetch,Annual,"Vine, Forb/herb"
VISAN2,Vicia sativa ssp. nigra,garden vetch,Annual,"Vine, Forb/herb"
VIBI,Viola bicolor,field pansy,Annual,Forb/herb
VUMI,Vulpia microstachys,small fescue,Annual,Graminoid
VUMIP,Vulpia microstachys var. pauciflora,Pacific fescue,Annual,Graminoid
VUOC,Vulpia octoflora,sixweeks fescue,Annual,Graminoid
VUOCG,Vulpia octoflora var. glauca,sixweeks fescue,Annual,Graminoid
VUOCH,Vulpia octoflora var. hirtella,sixweeks fescue,Annual,Graminoid
VUOCO,Vulpia octoflora var. octoflora,sixweeks fescue,Annual,Graminoid
XASP2,Xanthium spinosum,spiny cocklebur,Annual,Forb/herb
XAST,Xanthium strumarium,rough cocklebur,Annual,Forb/herb
XASTC,Xanthium strumarium var. canadense,Canada cocklebur,Annual,Forb/herb
ZEMA,Zea mays,corn,Annual,Graminoid
ZEMAM2,Zea mays ssp. mays,corn,Annual,Graminoid
ZIPA3,Zizania palustris,northern wildrice,Annual,Graminoid
ZIPAP,Zizania palustris var. palustris,northern wildrice,Annual,Graminoid
ALHA6,Aliciella haydenii,San Juan gilia,"Annual, Biennial",Forb/herb
ALMC,Aliciella mcvickerae,Mcvicker's gilia,"Annual, Biennial",Forb/herb
ALPE4,Alliaria petiolata,garlic mustard,"Annual, Biennial",Forb/herb
ALAL3,Alyssum alyssoides,pale madwort,"Annual, Biennial",Forb/herb
ANAR,Anagallis arvensis,scarlet pimpernel,"Annual, Biennial",Forb/herb
ANARF,Anagallis arvensis ssp. foemina,poorman's weatherglass,"Annual, Biennial",Forb/herb
ARBI2,Artemisia biennis,biennial wormwood,"Annual, Biennial",Forb/herb
ARBIB,Artemisia biennis var. biennis,biennial wormwood,"Annual, Biennial",Forb/herb
ASGE,Astragalus geyeri,Geyer's milkvetch,"Annual, Biennial",Forb/herb
ASGEG,Astragalus geyeri var. geyeri,Geyer's milkvetch,"Annual, Biennial",Forb/herb
ASWO2,Astragalus wootonii,halfmoon milkvetch,"Annual, Biennial",Forb/herb
BIAR,Bidens aristosa,bearded beggarticks,"Annual, Biennial",Forb/herb
BRNA,Brassica napus,rape,"Annual, Biennial",Forb/herb
BRRA,Brassica rapa,field mustard,"Annual, Biennial",Forb/herb
BRRAR,Brassica rapa var. rapa,field mustard,"Annual, Biennial",Forb/herb
CAMI2,Camelina microcarpa,littlepod false flax,"Annual, Biennial",Forb/herb
CAOLO,Cardamine oligosperma var. oligosperma,little western bittercress,"Annual, Biennial",Forb/herb
CEAR12,Centaurium arizonicum,Arizona centaury,"Annual, Biennial",Forb/herb
COCA5,Conyza canadensis,Canadian horseweed,"Annual, Biennial",Forb/herb
COCAC3,Conyza canadensis var. canadensis,Canadian horseweed,"Annual, Biennial",Forb/herb
COCAG,Conyza canadensis var. glabrata,Canadian horseweed,"Annual, Biennial",Forb/herb
COAU2,Corydalis aurea,scrambled eggs,"Annual, Biennial",Forb/herb
COCU2,Corydalis curvisiliqua,curvepod fumewort,"Annual, Biennial",Forb/herb
COCUG2,Corydalis curvisiliqua ssp. grandibracteata,curvepod fumewort,"Annual, Biennial",Forb/herb
COCUO,Corydalis curvisiliqua ssp. occidentalis,curvepod fumewort,"Annual, Biennial",Forb/herb
CRCA3,Crepis capillaris,smooth hawksbeard,"Annual, Biennial",Forb/herb
DECA6,Descurainia californica,Sierra tansymustard,"Annual, Biennial",Forb/herb
DEPIB,Descurainia pinnata ssp. brachycarpa,western tansymustard,"Annual, Biennial",Forb/herb
DEPIF,Descurainia pinnata ssp. filipes,western tansymustard,"Annual, Biennial",Forb/herb
DEPII,Descurainia pinnata ssp. intermedia,western tansymustard,"Annual, Biennial",Forb/herb
DEPIN,Descurainia pinnata ssp. nelsonii,Nelson's tansymustard,"Annual, Biennial",Forb/herb
DEPIP2,Descurainia pinnata ssp. paysonii,Payson's tansymustard,"Annual, Biennial",Forb/herb
DESO2,Descurainia sophia,herb sophia,"Annual, Biennial",Forb/herb
DIAR,Dianthus armeria,Deptford pink,"Annual, Biennial",Forb/herb
DIMU2,Diplotaxis muralis,annual wallrocket,"Annual, Biennial",Forb/herb
DRRE,Draba rectifructa,mountain draba,"Annual, Biennial",Forb/herb
ERSTS2,Erigeron strigosus var. strigosus,prairie fleabane,"Annual, Biennial",Forb/herb
ERAN4,Eriogonum annuum,annual buckwheat,"Annual, Biennial",Forb/herb
ERCI6,Erodium cicutarium,redstem stork's bill,"Annual, Biennial",Forb/herb
ERCIC,Erodium cicutarium ssp. cicutarium,redstem stork's bill,"Annual, Biennial",Forb/herb
ERCH9,Erysimum cheiranthoides,wormseed wallflower,"Annual, Biennial",Forb/herb
EUCR2,Euphorbia crenulata,Chinese caps,"Annual, Biennial",Forb/herb
GEFR,Gentiana fremontii,moss gentian,"Annual, Biennial",Forb/herb
GEAM3,Gentianella amarella,autumn dwarf gentian,"Annual, Biennial",Forb/herb
GEAMA,Gentianella amarella ssp. acuta,autumn dwarf gentian,"Annual, Biennial",Forb/herb
GEAMH,Gentianella amarella ssp. heterosepala,autumn dwarf gentian,"Annual, Biennial",Forb/herb
GEBI2,Geranium bicknellii,Bicknell's cranesbill,"Annual, Biennial",Forb/herb
GEPU2,Geranium pusillum,small geranium,"Annual, Biennial",Forb/herb
GRPA8,Grindelia papposa,Spanish gold,"Annual, Biennial",Forb/herb
GRRE,Grindelia revoluta,rolled gumweed,"Annual, Biennial",Forb/herb
GYEL,Gypsophila elegans,showy baby's-breath,"Annual, Biennial",Forb/herb
HYNI,Hyoscyamus niger,black henbane,"Annual, Biennial",Forb/herb
IPLA2,Ipomopsis laxiflora,iron ipomopsis,"Annual, Biennial",Forb/herb
IPLO2,Ipomopsis longiflora,flaxflowered ipomopsis,"Annual, Biennial",Forb/herb
IPLOL,Ipomopsis longiflora ssp. longiflora,flaxflowered ipomopsis,"Annual, Biennial",Forb/herb
LABI,Lactuca biennis,tall blue lettuce,"Annual, Biennial",Forb/herb
LACA,Lactuca canadensis,Canada lettuce,"Annual, Biennial",Forb/herb
LASE,Lactuca serriola,prickly lettuce,"Annual, Biennial",Forb/herb
LAAM,Lamium amplexicaule,henbit deadnettle,"Annual, Biennial",Forb/herb
LAOC3,Lappula occidentalis,flatspine stickseed,"Annual, Biennial",Forb/herb
